,playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
86739,maciajo01,2005,1,CHN,NL,112,177,15,45,8,0,1,13.0,4.0,3.0,6,24.0,0.0,0.0,4.0,3.0,6.0
86740,mackoro01,2005,1,PIT,NL,142,463,57,126,21,3,9,58.0,8.0,4.0,43,100.0,4.0,3.0,2.0,1.0,7.0
86744,magruch01,2005,1,MIL,NL,101,138,16,28,9,0,2,13.0,3.0,0.0,7,33.0,1.0,5.0,4.0,1.0,3.0
86761,martiti02,2005,1,NYA,AL,131,303,43,73,9,0,17,49.0,2.0,0.0,38,54.0,3.0,3.0,0.0,4.0,10.0
86763,martivi01,2005,1,CLE,AL,147,547,73,167,33,0,20,80.0,0.0,1.0,63,78.0,9.0,5.0,0.0,7.0,16.0
86766,mathemi01,2005,1,SFN,NL,134,443,42,107,34,0,13,59.0,0.0,2.0,29,91.0,10.0,6.0,3.0,4.0,11.0
86768,matoslu01,2005,1,BAL,AL,121,389,53,109,20,2,4,32.0,17.0,9.0,27,58.0,0.0,10.0,3.0,4.0,4.0
86770,matsuhi01,2005,1,NYA,AL,162,629,108,192,45,3,23,116.0,2.0,2.0,63,78.0,7.0,3.0,0.0,8.0,16.0
86771,matsuka01,2005,1,NYN,NL,87,267,31,68,9,4,3,24.0,6.0,1.0,14,43.0,1.0,5.0,5.0,4.0,2.0
86772,matthga02,2005,1,TEX,AL,131,475,72,121,25,5,17,55.0,9.0,2.0,47,90.0,1.0,0.0,1.0,3.0,11.0
86774,mauerjo01,2005,1,MIN,AL,131,489,61,144,26,2,9,55.0,13.0,1.0,61,64.0,12.0,1.0,0.0,3.0,9.0
86785,mccraqu01,2005,1,ARI,NL,134,215,23,51,4,3,1,13.0,4.0,0.0,23,35.0,4.0,1.0,6.0,1.0,4.0
86789,mcewijo01,2005,1,KCA,AL,83,180,16,43,7,0,1,6.0,4.0,4.0,6,35.0,0.0,0.0,5.0,0.0,5.0
86798,menchke01,2005,1,TEX,AL,150,557,71,147,33,3,25,73.0,4.0,3.0,50,68.0,4.0,5.0,0.0,3.0,6.0
86807,michaja01,2005,1,PHI,NL,105,289,54,88,16,2,4,31.0,3.0,3.0,44,45.0,1.0,4.0,2.0,4.0,3.0
86808,mientdo01,2005,1,NYN,NL,87,275,36,66,13,0,11,29.0,0.0,1.0,32,39.0,7.0,2.0,2.0,2.0,11.0
86809,milesaa01,2005,1,COL,NL,99,324,37,91,12,3,2,28.0,4.0,2.0,8,38.0,1.0,4.0,10.0,1.0,6.0
86810,millake01,2005,1,BOS,AL,134,449,57,122,28,1,9,50.0,0.0,1.0,54,74.0,0.0,8.0,0.0,8.0,12.0
86812,milleda02,2005,1,MIL,NL,114,385,50,105,25,1,9,43.0,0.0,1.0,37,94.0,6.0,4.0,2.0,3.0,16.0
86823,mohrdu01,2005,1,COL,NL,98,266,34,57,10,3,17,38.0,1.0,2.0,23,94.0,2.0,2.0,0.0,2.0,3.0
86824,molinbe01,2005,1,LAA,AL,119,410,45,121,17,0,15,69.0,0.0,2.0,27,41.0,2.0,1.0,5.0,6.0,14.0
86826,molinya01,2005,1,SLN,NL,114,385,36,97,15,1,8,49.0,2.0,3.0,23,30.0,3.0,2.0,8.0,3.0,10.0
86828,monrocr01,2005,1,DET,AL,157,567,69,157,30,3,20,89.0,8.0,3.0,40,95.0,4.0,3.0,1.0,12.0,16.0
86829,morame01,2005,1,BAL,AL,149,593,86,168,30,1,27,88.0,7.0,4.0,50,112.0,0.0,10.0,8.0,3.0,9.0
86831,morneju01,2005,1,MIN,AL,141,490,62,117,23,4,22,79.0,0.0,2.0,44,94.0,8.0,4.0,0.0,5.0,12.0
86837,muellbi02,2005,1,BOS,AL,150,519,69,153,34,3,10,62.0,0.0,0.0,59,74.0,3.0,6.0,0.0,6.0,22.0
86849,nadyxa01,2005,1,SDN,NL,124,326,40,85,15,2,13,43.0,2.0,1.0,22,67.0,1.0,7.0,1.0,0.0,5.0
86859,newhada01,2005,1,BAL,AL,96,218,31,44,9,0,5,21.0,9.0,2.0,22,45.0,1.0,2.0,5.0,2.0,2.0
86860,niekrla01,2005,1,SFN,NL,113,278,32,70,16,3,12,46.0,0.0,2.0,17,53.0,0.0,2.0,0.0,5.0,11.0
86866,nixontr01,2005,1,BOS,AL,124,408,64,112,29,1,13,67.0,2.0,1.0,53,59.0,3.0,3.0,0.0,6.0,7.0
86869,nunezab01,2005,1,SLN,NL,139,421,64,120,13,2,5,44.0,0.0,1.0,37,63.0,4.0,0.0,9.0,0.0,6.0
86880,olerujo01,2005,1,BOS,AL,87,173,18,50,7,0,7,37.0,0.0,0.0,16,20.0,2.0,0.0,0.0,3.0,6.0
86886,ordonma01,2005,1,DET,AL,82,305,38,92,17,0,8,46.0,0.0,0.0,30,35.0,1.0,1.0,0.0,7.0,8.0
86887,orrpe01,2005,1,ATL,NL,112,150,32,45,8,1,1,8.0,7.0,1.0,6,23.0,0.0,1.0,5.0,0.0,2.0
86888,ortizda01,2005,1,BOS,AL,159,601,119,180,40,1,47,148.0,1.0,0.0,102,124.0,9.0,1.0,0.0,9.0,13.0
86898,overbly01,2005,1,MIL,NL,158,537,80,148,34,1,19,72.0,1.0,0.0,78,98.0,8.0,2.0,1.0,4.0,17.0
86903,palmeor01,2005,1,HOU,NL,114,204,22,58,17,2,3,20.0,3.0,1.0,15,23.0,1.0,4.0,5.0,3.0,4.0
86904,palmera01,2005,1,BAL,AL,110,369,47,98,13,0,18,60.0,2.0,0.0,43,43.0,4.0,2.0,0.0,8.0,9.0
86909,patteco01,2005,1,CHN,NL,126,451,47,97,15,3,13,34.0,15.0,5.0,23,118.0,3.0,1.0,5.0,1.0,5.0
86919,penawi01,2005,1,CIN,NL,99,311,42,79,17,0,19,51.0,2.0,1.0,20,116.0,0.0,3.0,0.0,1.0,7.0
86922,peraljh01,2005,1,CLE,AL,141,504,82,147,35,4,24,78.0,0.0,2.0,58,128.0,3.0,3.0,1.0,4.0,12.0
86925,perezan01,2005,1,LAN,NL,98,259,28,77,13,2,3,23.0,11.0,4.0,21,61.0,1.0,5.0,1.0,1.0,4.0
86929,perezne01,2005,1,CHN,NL,154,572,59,157,33,1,9,54.0,8.0,4.0,18,47.0,3.0,3.0,12.0,4.0,22.0
86933,perezto03,2005,1,PHI,NL,94,159,17,37,7,0,0,22.0,1.0,0.0,11,27.0,2.0,2.0,3.0,1.0,6.0
86942,phillja04,2005,1,LAN,NL,121,399,38,95,20,0,10,55.0,0.0,1.0,25,50.0,4.0,4.0,2.0,4.0,16.0
86944,piazzmi01,2005,1,NYN,NL,113,398,41,100,23,0,19,62.0,0.0,0.0,41,67.0,6.0,3.0,0.0,0.0,7.0
86947,pierrju01,2005,1,FLO,NL,162,656,96,181,19,13,2,47.0,57.0,17.0,41,45.0,1.0,9.0,10.0,2.0,10.0
86948,pierzaj01,2005,1,CHA,AL,128,460,61,118,21,0,18,56.0,0.0,2.0,23,68.0,5.0,12.0,1.0,1.0,13.0
86950,podsesc01,2005,1,CHA,AL,129,507,80,147,28,1,0,25.0,59.0,23.0,47,75.0,0.0,3.0,6.0,5.0,7.0
86952,polanpl01,2005,2,DET,AL,86,343,58,116,20,2,6,36.0,4.0,3.0,21,16.0,0.0,8.0,2.0,4.0,9.0
86955,posadjo01,2005,1,NYA,AL,142,474,67,124,23,0,19,71.0,1.0,0.0,66,94.0,5.0,2.0,0.0,4.0,8.0
86964,pujolal01,2005,1,SLN,NL,161,591,129,195,38,2,41,117.0,16.0,2.0,97,65.0,27.0,9.0,0.0,3.0,19.0
86966,puntoni01,2005,1,MIN,AL,112,394,45,94,18,4,4,26.0,13.0,8.0,36,86.0,0.0,0.0,7.0,2.0,9.0
86978,ramirar01,2005,1,CHN,NL,123,463,72,140,30,0,31,92.0,0.0,1.0,35,60.0,4.0,6.0,0.0,2.0,15.0
86984,ramirma02,2005,1,BOS,AL,152,554,112,162,30,1,45,144.0,1.0,0.0,80,119.0,9.0,10.0,0.0,6.0,20.0
86985,randajo01,2005,1,CIN,NL,92,332,44,96,26,1,13,48.0,0.0,0.0,33,52.0,2.0,2.0,0.0,1.0,6.0
86994,redmati01,2005,1,PIT,NL,135,319,33,80,12,4,2,26.0,4.0,1.0,19,27.0,0.0,1.0,2.0,3.0,8.0
86996,reedje03,2005,1,SEA,AL,141,488,61,124,33,3,3,45.0,12.0,11.0,48,74.0,1.0,2.0,4.0,2.0,10.0
87005,renteed01,2005,1,BOS,AL,153,623,100,172,36,4,8,70.0,9.0,4.0,55,100.0,0.0,3.0,6.0,5.0,15.0
87006,repkoja01,2005,1,LAN,NL,129,276,43,61,15,3,8,30.0,5.0,0.0,16,80.0,1.0,7.0,2.0,0.0,7.0
87013,reyesjo01,2005,1,NYN,NL,161,696,99,190,24,17,7,58.0,60.0,15.0,27,78.0,0.0,2.0,4.0,4.0,7.0
87020,riosal01,2005,1,TOR,AL,146,481,71,126,23,6,10,59.0,14.0,9.0,28,101.0,1.0,5.0,0.0,5.0,14.0
87023,riverju01,2005,1,LAA,AL,106,350,46,95,17,1,15,59.0,1.0,9.0,23,44.0,0.0,0.0,2.0,1.0,15.0
87026,roberbr01,2005,1,BAL,AL,143,561,92,176,45,7,18,73.0,27.0,10.0,67,83.0,5.0,3.0,5.0,4.0,6.0
87027,roberda07,2005,1,SDN,NL,115,411,65,113,19,10,8,38.0,23.0,12.0,53,59.0,3.0,1.0,11.0,4.0,9.0
87029,robleos01,2005,1,LAN,NL,110,364,44,99,18,1,5,34.0,0.0,8.0,31,33.0,0.0,2.0,1.0,1.0,8.0
87031,rodrial01,2005,1,NYA,AL,162,605,124,194,29,1,48,130.0,21.0,6.0,91,139.0,8.0,16.0,0.0,3.0,8.0
87034,rodriiv01,2005,1,DET,AL,129,504,71,139,33,5,14,50.0,7.0,3.0,11,93.0,2.0,2.0,1.0,7.0,19.0
87042,rolliji01,2005,1,PHI,NL,158,677,115,196,38,11,12,54.0,41.0,6.0,47,71.0,8.0,4.0,2.0,2.0,9.0
87049,rowanaa01,2005,1,CHA,AL,157,578,77,156,30,5,13,69.0,16.0,5.0,32,116.0,3.0,21.0,5.0,4.0,17.0
87058,saenzol01,2005,1,LAN,NL,109,319,39,84,24,0,15,63.0,0.0,1.0,27,63.0,1.0,3.0,0.0,2.0,12.0
87062,sanchfr01,2005,1,PIT,NL,132,453,54,132,26,4,5,35.0,2.0,2.0,27,36.0,1.0,5.0,4.0,3.0,6.0
87065,sandere02,2005,1,SLN,NL,93,295,49,80,14,2,21,54.0,14.0,1.0,28,75.0,1.0,4.0,0.0,2.0,8.0
87080,schnebr01,2005,1,WAS,NL,116,369,38,99,20,1,10,44.0,1.0,0.0,29,48.0,7.0,6.0,2.0,2.0,10.0
87081,schoesc01,2005,1,TOR,AL,80,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
87084,scutama01,2005,1,OAK,AL,118,381,48,94,22,3,9,37.0,5.0,2.0,36,48.0,1.0,0.0,4.0,2.0,6.0
87091,sexsori01,2005,1,SEA,AL,156,558,99,147,36,1,39,121.0,1.0,1.0,89,167.0,4.0,6.0,0.0,3.0,14.0
87096,sheffga01,2005,1,NYA,AL,154,584,104,170,27,0,34,123.0,10.0,2.0,78,76.0,7.0,8.0,0.0,5.0,11.0
87097,sheltch01,2005,1,DET,AL,107,388,61,116,22,3,18,59.0,0.0,0.0,34,87.0,0.0,5.0,0.0,4.0,11.0
87109,sizemgr01,2005,1,CLE,AL,158,640,111,185,37,11,22,81.0,22.0,10.0,52,132.0,1.0,7.0,5.0,2.0,17.0
87117,snowjt01,2005,1,SFN,NL,117,367,40,101,17,2,4,40.0,1.0,0.0,32,61.0,1.0,7.0,2.0,2.0,6.0
87118,snydech02,2005,1,ARI,NL,115,326,24,66,14,0,6,28.0,0.0,1.0,40,87.0,5.0,4.0,3.0,0.0,6.0
87121,soriaal01,2005,1,TEX,AL,156,637,102,171,43,2,36,104.0,30.0,2.0,33,125.0,3.0,7.0,0.0,5.0,6.0
87124,sosasa01,2005,1,BAL,AL,102,380,39,84,15,1,14,45.0,1.0,1.0,39,84.0,3.0,2.0,0.0,3.0,15.0
87134,stairma01,2005,1,KCA,AL,127,396,55,109,26,1,13,66.0,1.0,2.0,60,69.0,4.0,5.0,0.0,5.0,9.0
87143,stewash01,2005,1,MIN,AL,132,551,69,151,27,3,10,56.0,7.0,5.0,34,73.0,2.0,8.0,1.0,5.0,11.0
87150,sullico01,2005,1,COL,NL,139,378,64,111,15,4,4,30.0,12.0,3.0,28,83.0,0.0,3.0,10.0,5.0,6.0
87152,surhobj01,2005,1,BAL,AL,91,303,30,78,11,2,5,34.0,0.0,0.0,11,32.0,1.0,1.0,2.0,4.0,6.0
87153,suzukic01,2005,1,SEA,AL,162,679,111,206,21,12,15,68.0,33.0,8.0,48,66.0,23.0,4.0,2.0,6.0,5.0
87154,sweenma01,2005,1,SDN,NL,135,221,31,65,12,1,8,40.0,4.0,0.0,40,58.0,3.0,0.0,1.0,5.0,6.0
87155,sweenmi01,2005,1,KCA,AL,122,470,63,141,39,0,21,83.0,3.0,0.0,33,61.0,7.0,4.0,1.0,6.0,16.0
87156,swishni01,2005,1,OAK,AL,131,462,66,109,32,1,21,74.0,0.0,1.0,55,110.0,3.0,4.0,0.0,1.0,9.0
87159,tagucso01,2005,1,SLN,NL,143,396,45,114,21,2,8,53.0,11.0,2.0,20,62.0,2.0,2.0,2.0,4.0,11.0
87165,taverwi01,2005,1,HOU,NL,152,592,82,172,13,4,3,29.0,34.0,11.0,25,103.0,1.0,7.0,7.0,4.0,4.0
87167,teahema01,2005,1,KCA,AL,130,447,60,110,29,4,7,55.0,7.0,2.0,40,107.0,2.0,1.0,2.0,1.0,13.0
87168,teixema01,2005,1,TEX,AL,162,644,112,194,41,3,43,144.0,4.0,0.0,72,124.0,5.0,11.0,0.0,3.0,18.0
87169,tejadmi01,2005,1,BAL,AL,162,654,89,199,50,5,26,98.0,5.0,1.0,40,83.0,9.0,7.0,0.0,3.0,26.0
87173,terrelu01,2005,1,ARI,NL,88,161,23,37,6,1,4,20.0,3.0,2.0,14,40.0,0.0,6.0,2.0,1.0,5.0
87185,timlimi01,2005,1,BOS,AL,81,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
87194,tracych01,2005,1,ARI,NL,145,503,73,155,34,4,27,72.0,3.0,1.0,35,78.0,4.0,8.0,1.0,6.0,10.0
87197,tuckemi01,2005,1,SFN,NL,104,250,32,60,16,1,5,33.0,4.0,0.0,28,48.0,3.0,2.0,2.0,4.0,6.0
87204,uribeju01,2005,1,CHA,AL,146,481,58,121,23,3,16,71.0,4.0,6.0,34,77.0,0.0,4.0,11.0,10.0,7.0
87205,utleych01,2005,1,PHI,NL,147,543,93,158,39,6,28,105.0,16.0,3.0,69,109.0,5.0,9.0,0.0,7.0,10.0
87218,varitja01,2005,1,BOS,AL,133,470,70,132,30,1,22,70.0,2.0,0.0,62,117.0,3.0,3.0,1.0,3.0,10.0
87226,vidrojo01,2005,1,WAS,NL,87,309,38,85,21,2,7,32.0,0.0,0.0,31,30.0,3.0,1.0,2.0,4.0,8.0
87230,vizcajo01,2005,1,HOU,NL,98,187,15,46,10,2,1,23.0,2.0,0.0,15,40.0,4.0,0.0,1.0,2.0,2.0
87232,vizquom01,2005,1,SFN,NL,152,568,66,154,28,4,3,45.0,24.0,10.0,56,58.0,0.0,5.0,20.0,2.0,10.0
87242,walkela01,2005,1,SLN,NL,100,315,66,91,20,1,15,52.0,2.0,1.0,41,64.0,3.0,9.0,0.0,2.0,9.0
87244,walketo04,2005,1,CHN,NL,110,397,50,121,25,3,12,40.0,1.0,1.0,31,40.0,1.0,1.0,2.0,2.0,8.0
87247,wardda01,2005,1,PIT,NL,133,407,46,106,21,1,12,63.0,0.0,2.0,37,60.0,10.0,1.0,0.0,8.0,18.0
87257,weeksri01,2005,1,MIL,NL,96,360,56,86,13,2,13,42.0,15.0,2.0,40,96.0,2.0,11.0,2.0,1.0,11.0
87261,wellsve01,2005,1,TOR,AL,156,620,78,167,30,3,28,97.0,8.0,3.0,47,86.0,3.0,3.0,0.0,8.0,13.0
87262,werthja01,2005,1,LAN,NL,102,337,46,79,22,2,7,43.0,11.0,2.0,48,114.0,2.0,6.0,1.0,3.0,10.0
87270,whitero02,2005,1,DET,AL,97,374,49,117,24,3,12,53.0,1.0,0.0,17,48.0,0.0,5.0,0.0,4.0,8.0
87274,wilkebr01,2005,1,WAS,NL,148,565,76,140,42,7,11,57.0,8.0,10.0,84,147.0,9.0,7.0,3.0,2.0,6.0
87275,willibe02,2005,1,NYA,AL,141,485,53,121,19,1,12,64.0,1.0,2.0,53,75.0,1.0,1.0,1.0,6.0,16.0
87292,wilsoja02,2005,1,PIT,NL,158,587,60,151,24,7,8,52.0,7.0,3.0,31,58.0,6.0,6.0,11.0,4.0,11.0
87298,winnra01,2005,1,SEA,AL,102,386,46,106,25,1,6,37.0,12.0,6.0,37,53.0,3.0,4.0,6.0,3.0,7.0
87304,womacto01,2005,1,NYA,AL,108,329,46,82,8,1,0,15.0,27.0,5.0,12,49.0,0.0,1.0,7.0,2.0,7.0
87308,woodwch01,2005,1,NYN,NL,81,173,16,49,10,0,3,18.0,0.0,0.0,13,46.0,0.0,2.0,2.0,2.0,2.0
87313,wrighda03,2005,1,NYN,NL,160,575,99,176,42,1,27,102.0,17.0,7.0,72,113.0,2.0,7.0,0.0,3.0,16.0
87322,youngdm01,2005,1,DET,AL,126,469,61,127,25,3,21,72.0,1.0,0.0,29,100.0,7.0,9.0,0.0,1.0,16.0
87324,youngmi02,2005,1,TEX,AL,159,668,114,221,40,5,24,91.0,5.0,2.0,58,91.0,0.0,3.0,0.0,3.0,20.0
87328,zaungr01,2005,1,TOR,AL,133,434,61,109,18,1,11,61.0,2.0,3.0,73,70.0,2.0,0.0,0.0,5.0,11.0
87333,abercre01,2006,1,FLO,NL,111,255,39,54,12,2,5,24.0,6.0,5.0,18,78.0,2.0,3.0,4.0,1.0,2.0
87334,abreubo01,2006,1,PHI,NL,98,339,61,94,25,2,8,65.0,20.0,4.0,91,86.0,5.0,2.0,0.0,6.0,8.0
87340,adamsru01,2006,1,TOR,AL,90,251,31,55,14,1,3,28.0,1.0,2.0,22,41.0,0.0,1.0,3.0,3.0,5.0
87350,alfonel01,2006,1,SFN,NL,87,286,27,76,17,2,12,39.0,1.0,0.0,9,74.0,7.0,7.0,4.0,3.0,10.0
87353,aloumo01,2006,1,SFN,NL,98,345,52,104,25,1,22,74.0,2.0,1.0,28,31.0,2.0,1.0,0.0,4.0,15.0
87355,amezaal01,2006,1,FLO,NL,132,334,42,87,9,3,3,19.0,20.0,12.0,33,46.0,4.0,3.0,7.0,1.0,5.0
87356,anderbr03,2006,1,CHA,AL,134,365,46,82,23,1,8,33.0,4.0,7.0,30,90.0,2.0,5.0,2.0,3.0,3.0
87358,anderga01,2006,1,LAA,AL,141,543,63,152,28,2,17,85.0,1.0,0.0,38,95.0,11.0,0.0,0.0,7.0,8.0
87359,anderma02,2006,1,WAS,NL,109,215,31,59,13,2,5,23.0,2.0,4.0,18,41.0,1.0,1.0,3.0,2.0,1.0
87372,atkinga01,2006,1,COL,NL,157,602,117,198,48,1,29,120.0,4.0,0.0,79,76.0,6.0,7.0,0.0,7.0,24.0
87373,aurilri01,2006,1,CIN,NL,122,440,61,132,25,1,23,70.0,3.0,0.0,34,51.0,1.0,1.0,2.0,4.0,10.0
87374,ausmubr01,2006,1,HOU,NL,139,439,37,101,16,1,2,39.0,3.0,1.0,45,71.0,2.0,6.0,9.0,3.0,21.0
87386,baldero01,2006,1,TBA,AL,92,364,59,110,24,6,16,57.0,10.0,1.0,14,70.0,1.0,7.0,0.0,2.0,2.0
87388,barajro01,2006,1,TEX,AL,97,344,49,88,20,0,11,41.0,0.0,0.0,17,51.0,0.0,4.0,5.0,1.0,9.0
87390,bardjo01,2006,2,SDN,NL,93,231,28,78,19,0,9,40.0,1.0,0.0,27,39.0,1.0,1.0,2.0,2.0,9.0
87391,barfijo02,2006,1,SDN,NL,150,539,72,151,32,3,13,58.0,21.0,5.0,30,81.0,7.0,2.0,2.0,5.0,8.0
87393,barmecl01,2006,1,COL,NL,131,478,57,105,26,4,7,56.0,5.0,4.0,22,72.0,6.0,9.0,19.0,7.0,2.0
87395,barremi01,2006,1,CHN,NL,107,375,54,115,25,3,16,53.0,0.0,1.0,33,41.0,2.0,5.0,2.0,3.0,12.0
87397,bartlja01,2006,1,MIN,AL,99,333,44,103,18,2,2,32.0,10.0,5.0,22,46.0,1.0,11.0,1.0,5.0,8.0
87404,bautijo02,2006,1,PIT,NL,117,400,58,94,20,3,16,51.0,2.0,4.0,46,110.0,2.0,16.0,3.0,4.0,12.0
87405,bayja01,2006,1,PIT,NL,159,570,101,163,29,3,35,109.0,11.0,2.0,102,156.0,9.0,8.0,0.0,9.0,15.0
87413,bellda01,2006,1,PHI,NL,92,324,39,90,17,2,6,34.0,1.0,0.0,32,38.0,2.0,3.0,3.0,3.0,11.0
87416,bellhma01,2006,1,SDN,NL,115,253,26,48,11,2,8,27.0,0.0,0.0,32,90.0,0.0,2.0,0.0,1.0,3.0
87417,belliro01,2006,1,CLE,AL,93,350,43,102,21,0,8,44.0,2.0,0.0,21,45.0,0.0,4.0,2.0,2.0,8.0
87419,beltrad01,2006,1,SEA,AL,156,620,88,166,39,4,25,89.0,11.0,5.0,47,118.0,4.0,10.0,1.0,3.0,15.0
87420,beltrca01,2006,1,NYN,NL,140,510,127,140,38,1,41,116.0,18.0,3.0,95,99.0,6.0,4.0,1.0,7.0,6.0
87426,berkmla01,2006,1,HOU,NL,152,536,95,169,29,0,45,136.0,3.0,2.0,98,106.0,22.0,4.0,0.0,8.0,11.0
87429,berroan01,2006,1,KCA,AL,132,474,45,111,18,1,9,54.0,3.0,1.0,14,88.0,1.0,3.0,9.0,3.0,21.0
87431,betanyu01,2006,1,SEA,AL,157,558,68,161,28,6,8,47.0,11.0,8.0,17,54.0,0.0,1.0,7.0,1.0,10.0
87432,betemwi01,2006,1,ATL,NL,88,199,30,56,16,0,9,29.0,2.0,1.0,19,57.0,3.0,0.0,1.0,0.0,4.0
87435,biggicr01,2006,1,HOU,NL,145,548,79,135,33,0,21,62.0,3.0,2.0,40,84.0,1.0,9.0,5.0,5.0,15.0
87438,blakeca01,2006,1,CLE,AL,109,401,63,113,20,1,19,68.0,6.0,0.0,45,93.0,5.0,4.0,1.0,5.0,11.0
87439,blaloha01,2006,1,TEX,AL,152,591,76,157,26,3,16,89.0,1.0,0.0,51,98.0,6.0,2.0,0.0,2.0,15.0
87443,bloomwi01,2006,1,SEA,AL,102,251,36,62,6,2,1,15.0,16.0,3.0,24,40.0,0.0,4.0,2.0,2.0,3.0
87444,blumge01,2006,1,SDN,NL,109,276,27,70,17,1,4,34.0,0.0,1.0,17,51.0,1.0,0.0,2.0,4.0,5.0
87448,bondsba01,2006,1,SFN,NL,130,367,74,99,23,0,26,77.0,3.0,0.0,115,51.0,38.0,10.0,0.0,1.0,9.0
87452,booneaa01,2006,1,CLE,AL,104,354,50,89,19,1,7,46.0,5.0,4.0,27,62.0,1.0,6.0,4.0,1.0,4.0
87455,borchjo01,2006,2,FLO,NL,108,230,30,53,7,1,10,28.0,0.0,2.0,28,66.0,3.0,3.0,0.0,0.0,5.0
87460,bowenro01,2006,1,SDN,NL,94,94,22,23,5,0,3,13.0,0.0,1.0,13,26.0,0.0,1.0,1.0,1.0,1.0
87464,bradlmi01,2006,1,OAK,AL,96,351,53,97,14,2,14,52.0,10.0,2.0,51,65.0,1.0,2.0,0.0,1.0,13.0
87476,brousbe01,2006,1,CLE,AL,88,268,44,86,14,0,13,46.0,0.0,1.0,17,58.0,1.0,1.0,0.0,2.0,5.0
87482,brownem01,2006,1,KCA,AL,147,527,77,151,41,2,15,81.0,6.0,3.0,59,95.0,3.0,5.0,0.0,10.0,15.0
87488,buckjo01,2006,1,KCA,AL,114,371,37,91,21,1,11,50.0,0.0,2.0,26,84.0,2.0,7.0,4.0,1.0,7.0
87492,burkech01,2006,1,HOU,NL,123,366,58,101,23,1,9,40.0,11.0,1.0,27,77.0,0.0,14.0,4.0,2.0,6.0
87494,burnije01,2006,1,PIT,NL,111,313,35,72,12,0,16,49.0,1.0,1.0,22,74.0,4.0,5.0,0.0,2.0,8.0
87498,burrepa01,2006,1,PHI,NL,144,462,80,119,24,1,29,95.0,0.0,0.0,98,131.0,5.0,3.0,0.0,4.0,11.0
87505,byrneer01,2006,1,ARI,NL,143,562,82,150,37,3,26,79.0,25.0,3.0,34,88.0,2.0,5.0,2.0,3.0,12.0
87508,cabreme01,2006,1,NYA,AL,130,460,75,129,26,2,7,50.0,12.0,5.0,56,59.0,3.0,2.0,5.0,1.0,9.0
87509,cabremi01,2006,1,FLO,NL,158,576,112,195,50,2,26,114.0,9.0,6.0,86,108.0,27.0,10.0,0.0,4.0,18.0
87510,cabreor01,2006,1,LAA,AL,153,607,95,171,45,1,9,72.0,27.0,3.0,51,58.0,0.0,3.0,3.0,11.0,12.0
87512,cairomi01,2006,1,NYA,AL,81,222,28,53,12,3,0,30.0,13.0,1.0,13,31.0,0.0,1.0,5.0,3.0,4.0
87515,camermi01,2006,1,SDN,NL,141,552,88,148,34,9,22,83.0,25.0,9.0,71,142.0,2.0,6.0,0.0,5.0,8.0
87520,canoro01,2006,1,NYA,AL,122,482,62,165,41,1,15,78.0,5.0,2.0,18,54.0,3.0,2.0,1.0,5.0,19.0
87521,cantujo01,2006,1,TBA,AL,107,413,40,103,18,2,14,62.0,1.0,1.0,26,91.0,2.0,3.0,0.0,6.0,16.0
87523,cappsma01,2006,1,PIT,NL,85,2,1,0,0,0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
87529,carroja01,2006,1,COL,NL,136,463,84,139,23,5,5,36.0,10.0,12.0,56,66.0,1.0,3.0,9.0,3.0,10.0
87535,castijo02,2006,1,PIT,NL,148,518,54,131,25,0,14,65.0,6.0,4.0,32,98.0,8.0,5.0,1.0,6.0,22.0
87536,castilu01,2006,1,MIN,AL,142,584,84,173,22,6,3,49.0,25.0,11.0,56,58.0,0.0,1.0,9.0,2.0,14.0
87545,catalfr01,2006,1,TOR,AL,128,437,56,131,36,2,7,56.0,1.0,3.0,52,37.0,0.0,4.0,2.0,4.0,11.0
87546,cedenro02,2006,1,CHN,NL,151,534,51,131,18,7,6,41.0,8.0,8.0,17,109.0,4.0,3.0,15.0,3.0,10.0
87551,chaveen01,2006,1,NYN,NL,133,353,48,108,22,5,4,42.0,12.0,3.0,24,44.0,3.0,0.0,11.0,2.0,7.0
87552,chaveer01,2006,1,OAK,AL,137,485,74,117,24,2,22,72.0,3.0,0.0,84,100.0,6.0,1.0,0.0,6.0,19.0
87563,cintral01,2006,1,CHA,AL,91,288,35,82,10,3,5,41.0,10.0,3.0,10,35.0,0.0,2.0,1.0,3.0,10.0
87564,cirilje01,2006,1,MIL,NL,112,263,33,84,16,0,3,23.0,1.0,1.0,21,33.0,0.0,1.0,3.0,2.0,8.0
87565,clarkbr02,2006,1,MIL,NL,138,415,51,109,14,2,4,29.0,3.0,4.0,43,60.0,4.0,14.0,5.0,5.0,9.0
87570,claytro01,2006,1,WAS,NL,87,305,36,82,22,1,0,27.0,8.0,3.0,19,53.0,3.0,4.0,5.0,5.0,8.0
87577,coffeto01,2006,1,CIN,NL,81,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
